ADULT,0.82374936,-2.64385619,0.5360529,-1.785875195,3.10433666,2.809414444,3.491853096,1.761285273,1.250961574,-2.836501268,-2.184424571,-0.434402824,1.650764559,1.847996907,-1.286304185,1.361768359,0.669026766,1.084064265,1.906890596,2.275007047,1.871843649,0.739848103,0.163498732,0.871843649,-1.556393349,1.021479727,1.207892852,-1.556393349,-0.943416472,-0.321928095,2.195347598,1.659924558,1.843983844,-0.152003093,0.084064265,0.084064265,-0.200912694,-0.168122759,-1.251538767,0.839959587,-0.286304185,1.50589093,-0.358453971,0.298658316,0.641546029,-1.251538767
ADULT,1.350497247,-2.321928095,0.97819563,-1.029146346,3.40599236,3.27351589,3.757023247,0.367371066,1.384049807,-1.514573173,-2,-0.029146346,2.003602237,1.63691458,-1.434402824,2.084064265,0.584962501,1.163498732,2.244887059,2.313245852,1.599317794,0.263034406,0.176322773,0.59454855,-2.64385619,1.097610797,0.704871964,-2.395928676,-0.689659879,-0.415037499,2.23878686,0.933572638,1.03562391,-0.234465254,-0.836501268,-0.785875195,-0.76121314,-0.713118852,-2,0.137503524,-1.251538767,0.545968369,-0.915935735,0.344828497,-0.184424571,-2.473931188
ADULT,1.608809243,-1.358453971,0.98550043,-0.862496476,3.347665656,3.56193706,3.773996325,0.070389328,1.454175893,-1,-1.785875195,0.23878686,2.307428525,1.618238656,-1.785875195,2.14404637,0.604071324,1.378511623,2.353323291,2.44625623,1.704871964,0.526068812,0.454175893,0.687060688,-2.058893689,0.941106311,0.622930351,-1.689659879,-0.862496476,-0.785875195,1.82374936,0.613531653,0.641546029,-0.785875195,-1.59946207,-2.120294234,-2.321928095,-2,-2.556393349,-0.377069649,-1.358453971,-0.340075442,-1.286304185,-0.104697379,-0.888968688,-2.64385619
ADULT,1.427606173,-1.943416472,0.765534746,-1.358453971,3.153805336,3.17951105,3.621758857,-0.184424571,1.195347598,-1.321928095,-2.184424571,-0.043943348,1.956056652,1.327687364,-1.836501268,1.86393845,0.367371066,1.189033824,2.211012193,2.35614381,1.480265122,0.475084883,0.443606651,0.748461233,-2.120294234,1.14404637,0.799087306,-1.358453971,-0.473931188,-0.251538767,2.214124805,1.269033146,1.50589093,0.201633861,-0.535331733,-0.577766999,-0.666576266,-0.217591435,-1.286304185,0.799087306,-0.234465254,1.049630768,0.042644337,0.687060688,-0.089267338,-1.358453971
48,-0.340075442,-2.120294234,-1.029146346,-1.943416472,0.731183242,1.63691458,2.386810946,0.807354922,0.575312331,-1.286304185,-2.473931188,-0.01449957,1.584962501,1.641546029,-1.836501268,0.137503524,0.641546029,0.731183242,2.13422094,2.572889668,2.232660757,0.097610797,0.831877241,1.411426246,-0.251538767,2.087462841,2.448900951,-0.395928676,0.084064265,0.807354922,2.875780063,2.849999259,2.10433666,1.389566812,0.815575429,0.22650853,0.35614381,0.739848103,0.910732662,0.678071905,0.250961574,1.448900951,-0.029146346,0.495695163,-0.49410907,-2.64385619
48,-0.836501268,-3.836501268,-2.395928676,-4.058893689,0.097610797,1.718087584,2.201633861,-1.64385619,0.475084883,-2.64385619,-3.058893689,-0.01449957,1.589763487,0.22650853,-3.058893689,0.495695163,0.432959407,0.622930351,2.475084883,2.503348735,1.761285273,0.097610797,1.182692298,1.545968369,-0.304006187,2.403267722,2.114367025,0.50589093,0.604071324,0.82374936,3.502075956,2.298658316,1.996388746,1.589763487,0.298658316,0.150559677,0.35614381,0.454175893,1.137503524,0.963474124,0.50589093,1.933572638,0.40053793,1.378511623,-0.556393349,-1.556393349
48,-1.358453971,-4.64385619,-2.943416472,-4.058893689,-0.058893689,1.718087584,2.448900951,-1.395928676,0.526068812,-3.836501268,-3.321928095,0.111031312,2.111031312,-0.029146346,-2.058893689,0.739848103,0.389566812,1.070389328,2.709290636,2.825785627,1.304511042,0.855989697,1.339137385,1.570462931,-0.234465254,2.901108243,1.944858446,0.799087306,0.659924558,0.526068812,3.160274831,2.087462841,1.541019153,0.925999419,0.782408565,0.097610797,0.731183242,0.839959587,0.097610797,0.526068812,0.263034406,1.526068812,0.887525271,1.111031312,-0.514573173,-3.058893689
24,-0.59946207,-3.184424571,-2,-2.556393349,0.613531653,1.891419187,2.35614381,-0.862496476,0.678071905,-2.184424571,-2.836501268,0.286881148,1.910732662,0.731183242,-2.473931188,0.604071324,0.59454855,0.807354922,2.464668267,2.599317794,1.799087306,0.298658316,1.22650853,1.627606838,0.070389328,2.459431619,2.150559677,0.40053793,0.526068812,0.941106311,3.319039816,2.550900665,1.839959587,1.495695163,-0.200912694,0.22650853,0.097610797,0,0.765534746,0.678071905,0.214124805,1.480265122,-0.01449957,0.782408565,-1.286304185,-2.120294234
24,0.028569152,-0.666576266,-1.286304185,-3.321928095,1.475084883,2.22342255,2.914564523,1.189033824,1.3950628,-0.971430848,-2.321928095,0.454175893,1.855989697,1.86393845,-1.785875195,0.495695163,0.879705766,0.918386234,2.140778656,2.572889668,2.173127433,0.250961574,0.933572638,1.432959407,-0.217591435,2.025028794,2.347665656,-0.395928676,-0.200912694,0.847996907,2.659924558,2.575312331,1.831877241,0.970853654,0.275007047,0.056583528,-0.184424571,0.150559677,0.056583528,-0.058893689,-0.621488377,0.782408565,-0.736965594,0.575312331,-1.736965594,-2.120294234
24,-0.76121314,-2.120294234,-2.395928676,-3.473931188,0.575312331,1.545968369,2.508428653,1.021479727,0.782408565,-1.785875195,-3.473931188,-0.104697379,1.432959407,1.673556424,-1.836501268,0.056583528,0.632268215,0.659924558,1.929790998,2.411426246,2.15704371,0.111031312,0.765534746,1.298658316,-0.13606155,1.952333566,2.422233001,-0.415037499,-0.13606155,0.748461233,2.759155834,2.904965719,2.063502942,1.220329955,0.918386234,0.389566812,0.137503524,0.575312331,0.970853654,0.765534746,0.622930351,2.080657663,0.773996325,1.124328135,-0.286304185,-1.358453971
24,-1,-0.074000581,-1.736965594,-3.321928095,1.137503524,1.744161096,2.580145484,-1.120294234,1.263034406,-2.736965594,-2.556393349,0.713695815,2.201633861,0.163498732,-0.785875195,0.650764559,0.411426246,1.063502942,2.495695163,2.641546029,1.269033146,0.748461233,1.321928095,1.575312331,-0.321928095,2.831877241,1.82374936,0.613531653,0.584962501,0.443606651,2.95419631,2.070389328,1.459431619,0.632268215,0.722466024,1.316145742,-0.13606155,-0.043943348,0.333423734,0.028569152,-0.058893689,1.500802053,0.970853654,1.077242999,-0.577766999,-3.184424571
